,brand,model,variant,year,price,fuel_type,transmission,km_driven,ownership,body_type,city_id,car_age,price_segment
1142,Honda,City,1.5L I-VTEC ZX,2021,1150000,Petrol,Manual,27721,1,Sedan,3686,5,Premium
1143,Honda,Amaze,1.2L I-VTEC S,2022,534000,Petrol,Manual,53659,3,Sedan,3686,4,Mid-Range
1144,Honda,Amaze,1.5L I-DTEC VX,2013,211000,Diesel,Manual,142547,5,Sedan,3686,13,Budget
1145,Honda,Amaze,1.2L I-VTEC S,2018,339000,Petrol,Manual,79380,1,Sedan,3686,8,Mid-Range
1146,Honda,Amaze,1.5L I-DTEC S,2014,342000,Diesel,Manual,114925,2,Sedan,3686,12,Mid-Range
1147,Honda,City,1.5L I-DTEC VX,2014,285000,Diesel,Manual,124862,2,Sedan,3686,12,Budget
1148,Honda,Civic,1.8L I-VTEC V MT,2010,336000,Petrol,Manual,93163,2,Sedan,3686,16,Mid-Range
1149,Honda,Jazz,1.2L I-VTEC SV,2016,309000,Petrol,Manual,85547,2,Hatchback,3686,10,Mid-Range
1150,Honda,Brio,S MT,2013,215000,Petrol,Manual,65727,2,Hatchback,3686,13,Budget
1151,Honda,Amaze,1.5L I-DTEC VX,2013,212000,Diesel,Manual,328970,3,Sedan,3686,13,Budget
1152,Honda,Mobilio,1.5L I-DTEC S,2015,290000,Diesel,Manual,120063,2,SUV,3686,11,Budget
1153,Honda,City,1.5L I-VTEC V MT,2016,405000,Petrol,Manual,127364,1,Sedan,3686,10,Mid-Range
1154,Honda,WR-V,1.5L I-DTEC VX MT,2018,546000,Diesel,Manual,87686,5,SUV,3686,8,Mid-Range
1155,Honda,Brio,S MT,2012,191000,Petrol,Manual,59680,1,Hatchback,3686,14,Budget
1156,Honda,Civic,1.8L I-VTEC V AT,2011,144000,Petrol,Automatic,68900,4,Sedan,3686,15,Budget
1157,Honda,Brio,S MT,2015,352000,Petrol,Manual,29049,1,Hatchback,3686,11,Mid-Range
1158,Honda,Amaze,1.2L I-VTEC S OPT,2017,387000,Petrol,Manual,65255,1,Sedan,3686,9,Mid-Range
1159,Honda,City,1.5L I-VTEC CORPORATE MT,2012,301000,Petrol,Manual,42015,1,Sedan,3686,14,Mid-Range
1160,Honda,Brio,S MT,2012,175000,Petrol,Manual,52093,4,Hatchback,3686,14,Budget
1161,Honda,Brio,VX MT,2013,180000,Petrol,Manual,91145,2,Hatchback,3686,13,Budget
1162,Honda,BR-V,1.5L I- DTEC V,2017,564000,Diesel,Manual,121032,2,SUV,3686,9,Mid-Range
1163,Honda,Jazz,1.2L I-VTEC VX,2016,367000,Petrol,Manual,65653,2,Hatchback,3686,10,Mid-Range
1164,Honda,City,1.5L I-VTEC S MT,2014,307000,Petrol,Manual,93317,2,Sedan,3686,12,Mid-Range
1165,Honda,City,1.5L I-VTEC S MT,2012,243000,Petrol,Manual,105188,2,Sedan,3686,14,Budget
1166,Honda,Amaze,1.2L I-VTEC SX,2015,343000,Petrol,Manual,88676,2,Sedan,3686,11,Mid-Range
1167,Honda,Mobilio,1.5L I-DTEC S,2015,412000,Diesel,Manual,87718,1,SUV,3686,11,Mid-Range
1168,Honda,Brio,VX AT,2015,343000,Petrol,Automatic,50734,2,Hatchback,3686,11,Mid-Range
1169,Honda,Amaze,1.5L I-DTEC S,2014,254000,Diesel,Manual,146211,2,Sedan,3686,12,Budget
1170,Honda,City,1.5L I-VTEC E MT,2012,225000,Petrol,Manual,101851,2,Sedan,3686,14,Budget
1171,Honda,WR-V,1.2L I-VTEC VX MT,2017,437000,Petrol,Manual,105513,1,SUV,3686,9,Mid-Range
1172,Honda,Amaze,1.5L I-DTEC S,2014,253000,Diesel,Manual,205548,1,Sedan,3686,12,Budget
1173,Honda,City,1.5L I-DTEC V,2016,420000,Diesel,Manual,87474,2,Sedan,3686,10,Mid-Range
1174,Honda,Brio,EX MT,2013,199000,Petrol,Manual,152510,2,Hatchback,3686,13,Budget
1175,Honda,City,1.5L I-DTEC VX,2014,418000,Diesel,Manual,185534,1,Sedan,3686,12,Mid-Range
1176,Honda,City,1.5L I-VTEC V MT,2016,484000,Petrol,Manual,125815,1,Sedan,3686,10,Mid-Range
1177,Honda,Jazz,1.2L I-VTEC V,2016,393000,Petrol,Manual,47963,1,Hatchback,3686,10,Mid-Range
1178,Honda,Amaze,1.2L I-VTEC VX CVT,2020,601000,Petrol,Automatic,38938,2,Sedan,3686,6,Mid-Range
1179,Honda,BR-V,1.5L I-VTEC V CVT,2016,695000,Petrol,Automatic,139506,1,SUV,3686,10,Mid-Range
1180,Honda,City,1.5L I-VTEC VX,2015,460000,Petrol,Manual,94271,2,Sedan,3686,11,Mid-Range
1181,Honda,City,1.5L I-VTEC SV CVT,2015,511000,Petrol,Automatic,9874,1,Sedan,3686,11,Mid-Range
1182,Honda,WR-V,1.5L I-DTEC VX MT,2017,500000,Diesel,Manual,128815,1,SUV,3686,9,Mid-Range
1183,Honda,WR-V,1.5L I-DTEC VX MT,2017,625000,Diesel,Manual,73598,1,SUV,3686,9,Mid-Range
1184,Honda,WR-V,1.5L I-DTEC VX MT,2019,636000,Diesel,Manual,70008,1,SUV,3686,7,Mid-Range
1185,Honda,WR-V,1.2L I-VTEC VX MT,2021,750000,Petrol,Manual,25374,1,SUV,3686,5,Premium
1186,Honda,Amaze,1.2L I-VTEC S,2015,337000,Petrol,Manual,64788,2,Sedan,3686,11,Mid-Range
1187,Honda,Jazz,1.2L I-VTEC V AT,2016,439000,Petrol,Automatic,67158,1,Hatchback,3686,10,Mid-Range
1188,Honda,City,1.5L I-VTEC VX CVT,2017,560000,Petrol,Automatic,128407,2,Sedan,3686,9,Mid-Range
1189,Honda,City,1.5L I-VTEC S MT,2014,366000,Petrol,Manual,59657,2,Sedan,3686,12,Mid-Range
1190,Honda,Jazz,1.2L I-VTEC VX CVT,2018,450000,Petrol,Automatic,101129,2,Hatchback,3686,8,Mid-Range
1191,Honda,City,1.5L I-VTEC V MT,2016,400000,Petrol,Manual,104906,1,Sedan,3686,10,Mid-Range
1192,Honda,Civic,1.8L I-VTEC ZX CVT,2019,1140000,Petrol,Automatic,98080,1,Sedan,3686,7,Premium
1193,Honda,Amaze,1.2L I-VTEC S,2013,312000,Petrol,Manual,55647,1,Sedan,3686,13,Mid-Range
1194,Honda,City,1.5L I-VTEC SV,2014,433000,Petrol,Manual,114468,1,Sedan,3686,12,Mid-Range
1195,Honda,Amaze,1.2L I-VTEC VX,2023,723000,Petrol,Manual,56156,1,Sedan,3686,3,Premium
1196,Honda,Jazz,1.2L I-VTEC ZX CVT,2022,657000,Petrol,Automatic,51539,2,Hatchback,3686,4,Mid-Range
1197,Honda,WR-V,1.5L I-DTEC VX MT,2018,505000,Diesel,Manual,107716,2,SUV,3686,8,Mid-Range
1198,Honda,City,1.5L I-VTEC S MT,2011,258000,Petrol,Manual,105761,2,Sedan,3686,15,Budget
1199,Honda,BR-V,1.5L I- DTEC S,2016,546000,Diesel,Manual,68064,2,SUV,3686,10,Mid-Range
1200,Honda,Amaze,1.2L I-VTEC VX,2017,393000,Petrol,Manual,75837,2,Sedan,3686,9,Mid-Range
1201,Honda,Brio,V MT,2013,310000,Petrol,Manual,101712,2,Hatchback,3686,13,Mid-Range
1202,Honda,City,1.5L I-VTEC V MT,2016,467000,Petrol,Manual,80939,1,Sedan,3686,10,Mid-Range
1203,Honda,City,1.5L I-VTEC V MT,2016,509000,Petrol,Manual,65617,1,Sedan,3686,10,Mid-Range
1204,Honda,City,1.5L I-VTEC VX CVT,2017,601000,Petrol,Automatic,100449,1,Sedan,3686,9,Mid-Range
1205,Honda,WR-V,1.2L I-VTEC VX MT,2020,677000,Petrol,Manual,136072,1,SUV,3686,6,Mid-Range
1206,Honda,Amaze,1.2L I-VTEC VX CVT,2024,807000,Petrol,Automatic,10016,1,Sedan,3686,2,Premium
1207,Honda,WR-V,1.5L I-DTEC VX MT,2017,606000,Diesel,Manual,82751,3,SUV,3686,9,Mid-Range
1208,Honda,City,1.5L I-VTEC VX CVT,2016,534000,Petrol,Automatic,126873,2,Sedan,3686,10,Mid-Range
1209,Honda,ELEVATE,VX MT,2023,1100000,Petrol,Manual,51686,1,SUV,3686,3,Premium
1210,Honda,City,1.5L I-VTEC ZX CVT,2019,750000,Petrol,Automatic,120105,2,Sedan,3686,7,Premium
1211,Honda,City,1.5L I-VTEC S MT,2013,320000,Petrol,Manual,130705,2,Sedan,3686,13,Mid-Range
1212,Honda,City,1.5L I-VTEC S MT,2013,400000,Petrol,Manual,42309,1,Sedan,3686,13,Mid-Range
1213,Honda,Amaze,1.2L I-VTEC VX CVT,2024,801000,Petrol,Automatic,8427,1,Sedan,3686,2,Premium
1214,Honda,Amaze,1.2L I-VTEC VX CVT,2024,800000,Petrol,Automatic,11984,1,Sedan,3686,2,Premium
1215,Honda,CRV,2.4L 4WD AVN AT,2015,680000,Petrol,Automatic,135734,1,SUV,3686,11,Mid-Range
1216,Honda,WR-V,1.2L I-VTEC VX MT,2019,745000,Petrol,Manual,26000,2,SUV,3686,7,Premium
1217,Honda,CRV,2.4L 4WD AVN AT,2017,1003000,Petrol,Automatic,113655,2,SUV,3686,9,Premium
1219,Honda,Jazz,1.2L I-VTEC V,2017,310000,Petrol,Manual,100152,2,Hatchback,3686,9,Mid-Range
1220,Honda,Amaze,1.2L I-VTEC S,2018,390000,Petrol,Manual,96602,1,Sedan,3686,8,Mid-Range
1221,Honda,Amaze,1.2L I-VTEC S,2015,259500,Petrol,Manual,88470,1,Sedan,3686,11,Budget
1222,Honda,City,1.5L I-VTEC VX,2016,446000,Petrol,Manual,102421,1,Sedan,3686,10,Mid-Range
1223,Honda,City,1.5L I-VTEC V MT,2019,691110,Petrol,Manual,39647,1,Sedan,3686,7,Mid-Range
1224,Honda,Amaze,1.5L I-DTEC V CVT,2019,646640,Diesel,Automatic,59647,1,Sedan,3686,7,Mid-Range
1225,Mahindra,KUV 100 NXT,K8 P 6 STR,2018,373813,Petrol,Manual,32647,1,SUV,3686,8,Mid-Range
1226,Mahindra,Thar,LX  P 4WD AT CONVERTIBLE,2021,1094581,Petrol,Automatic,25056,1,SUV,3686,5,Premium
1227,Mahindra,Thar,LX PETROL HT 4WD AT,2021,964000,Petrol,Automatic,97638,1,SUV,3686,5,Premium
1228,Mahindra,Thar,LX  P 4WD AT CONVERTIBLE,2021,998000,Petrol,Automatic,14200,1,SUV,3686,5,Premium
1229,Mahindra,Thar,LX PETROL HT 4WD AT,2023,1196000,Petrol,Automatic,27309,1,SUV,3686,3,Premium
1230,Mahindra,Thar,LX D AT 4WD HT,2021,1049000,Diesel,Automatic,103372,1,SUV,3686,5,Premium
1231,Mahindra,TUV300,T8,2016,518000,Diesel,Manual,66677,1,SUV,3686,10,Mid-Range
1232,Mahindra,XUV500,W7 AT,2020,976500,Diesel,Automatic,73840,2,SUV,3686,6,Premium
1233,Mahindra,XUV500,W10,2016,799000,Diesel,Manual,105526,2,SUV,3686,10,Premium
1235,Mahindra,Thar,LX PETROL HT 4WD AT,2021,1092500,Petrol,Automatic,35823,1,SUV,3686,5,Premium
1236,Mahindra,BOLERO NEO,N 4,2021,670000,Diesel,Manual,40245,1,SUV,3686,5,Mid-Range
1237,Mahindra,Thar,LX  P 4WD AT CONVERTIBLE,2021,1002500,Petrol,Automatic,40525,1,SUV,3686,5,Premium
1238,Mahindra,TUV300,T10,2018,649000,Diesel,Manual,80124,1,SUV,3686,8,Mid-Range
1239,Mahindra,XUV300,W6 1.5 DIESEL AMT,2021,714000,Diesel,Automatic,126069,1,SUV,3686,5,Premium
1241,Mahindra,Kuv100,K8 6 STR,2016,286000,Petrol,Manual,24151,1,SUV,3686,10,Budget
1242,Mahindra,XUV500,W4,2017,455000,Diesel,Manual,154104,2,SUV,3686,9,Mid-Range
1243,Mahindra,XUV500,W10 AT,2016,800000,Diesel,Automatic,108186,3,SUV,3686,10,Premium
1244,Mahindra,XUV500,W11 AT,2018,1218000,Diesel,Automatic,75989,1,SUV,3686,8,Premium
1245,Mahindra,Bolero,POWER PLUS SLE,2016,288000,Diesel,Manual,226974,3,SUV,3686,10,Budget
1246,Mahindra,XUV500,W6,2014,357000,Diesel,Manual,88954,2,SUV,3686,12,Mid-Range
1247,Mahindra,XUV500,W8,2014,295000,Diesel,Manual,162090,2,SUV,3686,12,Budget
1248,Mahindra,XUV500,W10,2016,904000,Diesel,Manual,47530,1,SUV,3686,10,Premium
1249,Mahindra,XUV500,W8,2013,438000,Diesel,Manual,159504,1,SUV,3686,13,Mid-Range
1250,Mahindra,XUV300,W8 (O) 1.5 DIESEL,2023,1035000,Diesel,Manual,39216,1,SUV,3686,3,Premium
1251,Mahindra,Kuv100,K2 6 STR,2016,281000,Petrol,Manual,77500,1,SUV,3686,10,Budget
1252,Mahindra,XUV300,W4 1.2 PETROL,2024,673000,Petrol,Manual,12902,2,SUV,3686,2,Mid-Range
1253,Mahindra,XUV300,W4 1.2 PETROL,2020,450487,Petrol,Manual,56450,3,SUV,3686,6,Mid-Range
1254,Mahindra,MARAZZO,M2 8 STR,2018,698000,Diesel,Manual,20936,1,SUV,3686,8,Mid-Range
1255,Mahindra,MARAZZO,M6 8 STR,2019,650000,Diesel,Manual,97172,1,SUV,3686,7,Mid-Range
1256,Mahindra,Bolero,POWER PLUS SLE,2018,371000,Diesel,Manual,139274,5,SUV,3686,8,Mid-Range
1257,Mahindra,Scorpio,S10,2016,544000,Diesel,Manual,152660,2,SUV,3686,10,Mid-Range
1258,Mahindra,KUV 100 NXT,K4+ D 6 STR,2019,375000,Diesel,Manual,75817,1,SUV,3686,7,Mid-Range
1259,Mahindra,Bolero,ZLX BS IV,2013,276000,Diesel,Manual,129671,3,SUV,3686,13,Budget
1261,Mahindra,Verito,D2 BS-III,2011,85000,Diesel,Manual,283416,1,Hatchback,3686,15,Budget
1262,Mahindra,XUV500,W4,2014,396000,Diesel,Manual,141215,2,SUV,3686,12,Mid-Range
1263,Mahindra,Bolero,ZLX BS IV,2012,243000,Diesel,Manual,119350,2,SUV,3686,14,Budget
1264,Mahindra,Thar,LX D AT 4WD HT,2023,1400000,Diesel,Automatic,91803,1,SUV,3686,3,Premium
1266,Mahindra,XUV500,W10,2017,725000,Diesel,Manual,196043,1,SUV,3686,9,Premium
1267,Mahindra,XUV500,W4,2016,478000,Diesel,Manual,143599,2,SUV,3686,10,Mid-Range
1268,Mahindra,Scorpio,LX,2014,451000,Diesel,Manual,12682,2,SUV,3686,12,Mid-Range
1269,Mahindra,E VERITO,D2,2019,300000,Electric,Automatic,86554,2,Sedan,3686,7,Budget
1271,Mahindra,Quanto,C4,2013,217000,Diesel,Manual,84364,1,SUV,3686,13,Budget
1272,Mahindra,XUV500,W8,2014,484000,Diesel,Manual,99483,1,SUV,3686,12,Mid-Range
1273,Mahindra,XUV500,W8,2012,321000,Diesel,Manual,109740,3,SUV,3686,14,Mid-Range
1274,Mahindra,XUV500,W11 (O) AT,2019,955000,Diesel,Automatic,111639,1,SUV,3686,7,Premium
1275,Mahindra,Thar,LX HARD TOP 4WD MT,2020,1064000,Diesel,Manual,72323,2,SUV,3686,6,Premium
1277,Mahindra,XUV500,SPORTZ LTD,2014,589000,Diesel,Manual,71036,2,SUV,3686,12,Mid-Range
1278,Mahindra,XUV500,W6,2015,565000,Diesel,Manual,154858,1,SUV,3686,11,Mid-Range
1280,Mahindra,Bolero,ZLX BS IV,2014,315000,Diesel,Manual,107075,3,SUV,3686,12,Mid-Range
1282,Mahindra,XUV500,W7,2020,1290000,Diesel,Manual,115088,2,SUV,3686,6,Premium
1283,Mahindra,Thar,LX D 4WD AT CONVERTIBLE,2021,1371000,Diesel,Automatic,47201,1,SUV,3686,5,Premium
1284,Mahindra,Thar,LX D 4WD AT CONVERTIBLE,2023,1250000,Diesel,Automatic,103368,1,SUV,3686,3,Premium
1285,Mahindra,XUV500,W6,2015,667000,Diesel,Manual,93607,3,SUV,3686,11,Mid-Range
1286,Mahindra,BOLERO NEO,N 10,2023,881000,Diesel,Manual,65156,1,SUV,3686,3,Premium
1287,Mahindra,Quanto,C8,2014,273000,Diesel,Manual,87439,2,SUV,3686,12,Budget
1288,Mahindra,XUV500,W11,2019,1044000,Diesel,Manual,119588,1,SUV,3686,7,Premium
1290,Mahindra,XUV500,W10,2015,625000,Diesel,Manual,153580,2,SUV,3686,11,Mid-Range
1293,Mahindra,MARAZZO,M2 8 STR,2018,600000,Diesel,Manual,181632,2,SUV,3686,8,Mid-Range
1294,Mahindra,XUV500,W4,2016,500000,Diesel,Manual,199287,2,SUV,3686,10,Mid-Range
1295,Mahindra,XUV500,W6 AT,2018,941000,Diesel,Automatic,98631,1,SUV,3686,8,Premium
1296,Mahindra,XUV500,W11,2018,1223000,Diesel,Manual,100771,2,SUV,3686,8,Premium
1297,Mahindra,XUV500,W7,2019,871000,Diesel,Manual,148186,2,SUV,3686,7,Premium
1300,Mahindra,Thar,LX HARD TOP 4WD MT,2021,1201000,Diesel,Manual,62496,2,SUV,3686,5,Premium
1301,Mahindra,Thar,LX HARD TOP 4WD MT,2021,1217000,Diesel,Manual,68951,2,SUV,3686,5,Premium
1302,Mahindra,XUV500,W6,2012,304000,Diesel,Manual,142058,2,SUV,3686,14,Mid-Range
1306,Mahindra,Thar,LX D HT 2WD MT,2024,1202000,Diesel,Manual,47338,1,SUV,3686,2,Premium
1307,Mahindra,XUV300,W8(O) 1.2 PETROL DUAL TONE,2020,707000,Petrol,Manual,82903,1,SUV,3686,6,Premium
1308,Mahindra,XUV700,AX 5 P MT 5 STR,2021,1250000,Petrol,Manual,140437,1,SUV,3686,5,Premium
1309,Mahindra,XUV500,W11 AT,2019,1305000,Diesel,Automatic,84698,1,SUV,3686,7,Premium
1310,Mahindra,XUV500,W8,2013,400000,Diesel,Manual,182123,2,SUV,3686,13,Mid-Range
1311,Mahindra,XUV500,W10,2015,756000,Diesel,Manual,112843,2,SUV,3686,11,Premium
1312,Mahindra,XUV300,W8 (O) 1.5 DIESEL AMT,2020,700000,Diesel,Automatic,153511,1,SUV,3686,6,Mid-Range
1313,Mahindra,XUV500,W11 AT,2021,1342000,Diesel,Automatic,93475,2,SUV,3686,5,Premium
1314,Mahindra,XUV300,W6 1.2 PETROL,2019,657000,Petrol,Manual,44962,1,SUV,3686,7,Mid-Range
1315,Mahindra,Thar,LX  P 4WD AT CONVERTIBLE,2021,1031000,Petrol,Automatic,47442,2,SUV,3686,5,Premium
1317,Mahindra,Bolero,ZLX BS IV,2015,456000,Diesel,Manual,112375,1,SUV,3686,11,Mid-Range
1318,Mahindra,XUV300,W8 1.2 PETROL,2021,807117,Petrol,Manual,23865,1,SUV,3686,5,Premium
1319,Mahindra,TUV300,T8,2019,717000,Diesel,Manual,128291,1,SUV,3686,7,Premium
1320,Mahindra,XUV300,W8 (O) 1.5 DIESEL AMT,2020,801000,Diesel,Automatic,73812,2,SUV,3686,6,Premium
1321,Mahindra,XUV300,W8 (O) 1.2 PETROL,2024,1005000,Petrol,Manual,32776,1,SUV,3686,2,Premium
1322,Mahindra,XUV300,W6 1.5 Diesel,2020,643000,Diesel,Manual,211066,1,SUV,3686,6,Mid-Range
1323,Mahindra,XUV300,W6 1.5 DIESEL AMT,2022,900000,Diesel,Automatic,41821,1,SUV,3686,4,Premium
1324,Mahindra,XUV300,W8 (O) 1.5 DIESEL,2020,798000,Diesel,Manual,114836,3,SUV,3686,6,Premium
1325,Mahindra,XUV300,W6 1.2 PETROL AMT,2023,914000,Petrol,Automatic,9377,1,SUV,3686,3,Premium
1326,Mahindra,XUV300,W8 (O) 1.2 PETROL AMT,2022,850000,Petrol,Automatic,37000,1,SUV,3686,4,Premium
1327,Mahindra,XUV300,W8 (O) 1.2 PETROL AMT,2021,825000,Petrol,Automatic,55198,1,SUV,3686,5,Premium
1328,Mahindra,BOLERO NEO,N 10 (O),2023,950000,Diesel,Manual,87400,1,SUV,3686,3,Premium
1329,Mahindra,XUV300,W6 1.5 DIESEL AMT,2022,930000,Diesel,Automatic,51889,1,SUV,3686,4,Premium
1330,Mahindra,Thar,LX PETROL HT 4WD AT,2021,1367000,Petrol,Automatic,46656,1,SUV,3686,5,Premium
1331,Mahindra,Thar,LX PETROL HT 4WD AT,2022,1343000,Petrol,Automatic,60157,1,SUV,3686,4,Premium
1332,Mahindra,Thar,LX HARD TOP 4WD MT,2021,1301000,Diesel,Manual,36785,1,SUV,3686,5,Premium
1333,Mahindra,XUV500,W10,2015,760000,Diesel,Manual,95830,2,SUV,3686,11,Premium
1334,Mahindra,BOLERO NEO,N 10,2022,785000,Diesel,Manual,26002,1,SUV,3686,4,Premium
1335,KIA,SONET,HTX 1.0 IMT,2020,642870,Petrol,Manual,73266,1,SUV,3686,6,Mid-Range
1336,KIA,SELTOS,HTK 1.5 PETROL,2020,713402,Petrol,Manual,36305,1,SUV,3686,6,Premium
1337,KIA,SONET,HTK PLUS 1.2,2022,769000,Petrol,Manual,26983,1,SUV,3686,4,Premium
1338,KIA,SELTOS,HTK PLUS 1.5 DIESEL,2019,820000,Diesel,Manual,83843,1,SUV,3686,7,Premium
1339,KIA,SONET,HTE 1.2,2021,646265,Petrol,Manual,47915,1,SUV,3686,5,Mid-Range
1340,KIA,SONET,GTX PLUS 1.0 IMT,2022,826000,Petrol,Manual,18318,1,SUV,3686,4,Premium
1341,KIA,SONET,HTX ANNIVERSARY EDITION 1.5,2022,887000,Diesel,Manual,45352,1,SUV,3686,4,Premium
1342,KIA,SELTOS,HTX PLUS 1.5 DIESEL,2019,951000,Diesel,Manual,107500,1,SUV,3686,7,Premium
1343,KIA,SELTOS,HTX 1.5 PETROL,2021,918000,Petrol,Manual,75571,2,SUV,3686,5,Premium
1344,KIA,SONET,HTX 1.5,2021,799000,Diesel,Manual,78210,1,SUV,3686,5,Premium
1345,KIA,SELTOS,HTX PLUS 1.5 DIESEL,2020,1045000,Diesel,Manual,76870,1,SUV,3686,6,Premium
1346,KIA,SELTOS,X LINE 1.5 DIESEL AT,2022,1372000,Diesel,Automatic,62222,1,SUV,3686,4,Premium
1347,KIA,SELTOS,GTX PLUS AT 1.5 DIESEL,2020,1090000,Diesel,Automatic,116719,1,SUV,3686,6,Premium
1348,KIA,SONET,HTX 1.5,2021,795000,Diesel,Manual,75117,1,SUV,3686,5,Premium
1349,KIA,SONET,HTX 1.0 DCT,2022,899000,Petrol,Automatic,48602,1,SUV,3686,4,Premium
1350,KIA,SONET,X LINE 1.5 AT,2023,1160000,Diesel,Automatic,45992,1,SUV,3686,3,Premium
1351,KIA,SONET,HTX PLUS 1.5 DIESEL IMT,2024,1139000,Diesel,Manual,30735,1,SUV,3686,2,Premium
1352,KIA,SONET,X LINE 1.5 AT,2022,1110000,Diesel,Automatic,63992,1,SUV,3686,4,Premium
1353,KIA,CARENS,PRESTIGE 1.5 PETROL 7 STR,2023,910000,Petrol,Manual,117139,1,SUV,3686,3,Premium
1354,KIA,SONET,HTK 1.2,2021,622000,Petrol,Manual,45859,1,SUV,3686,5,Mid-Range
1355,KIA,SONET,HTX 1.5,2021,988000,Diesel,Manual,60935,1,SUV,3686,5,Premium
1356,KIA,SELTOS, HTX 1.5 PETROL MT,2023,1258000,Petrol,Manual,41656,1,SUV,3686,3,Premium
1357,KIA,SONET,HTK (O) 1.2 Petrol MT,2024,752000,Petrol,Manual,13078,1,SUV,3686,2,Premium
1358,KIA,SELTOS,HTK PLUS 1.5 DIESEL,2020,1278000,Diesel,Manual,124000,1,SUV,3686,6,Premium
1359,KIA,SELTOS,HTK 1.5 PETROL,2019,758000,Petrol,Manual,81604,2,SUV,3686,7,Premium
1360,KIA,SONET,HTX 1.0 IMT,2021,650000,Petrol,Manual,74681,1,SUV,3686,5,Mid-Range
1361,KIA,SELTOS,HTX 1.5 PETROL,2020,800000,Petrol,Manual,30420,2,SUV,3686,6,Premium
1362,KIA,SONET,HTK PLUS 1.5,2022,750000,Diesel,Manual,55884,1,SUV,3686,4,Premium
1363,KIA,SELTOS,HTK 1.5 PETROL,2022,908000,Petrol,Manual,49167,1,SUV,3686,4,Premium
1364,KIA,SONET,HTK (O) 1.2 Petrol MT,2024,834000,Petrol,Manual,28500,1,SUV,3686,2,Premium
1365,KIA,SELTOS, HTX IVT G,2022,1173000,Petrol,Automatic,44068,1,SUV,3686,4,Premium
1366,KIA,SONET,HTX 1.0 IMT,2021,755000,Petrol,Manual,42395,1,SUV,3686,5,Premium
1367,KIA,SELTOS,HTK PLUS AT 1.5 DIESEL,2020,1042000,Diesel,Automatic,157857,2,SUV,3686,6,Premium
1368,KIA,SONET,HTK PLUS 1.0 IMT,2023,820000,Petrol,Manual,15852,1,SUV,3686,3,Premium
1369,KIA,SELTOS,GTX PLUS DCT 1.4 PETROL,2020,1093000,Petrol,Automatic,49279,1,SUV,3686,6,Premium
1370,KIA,SONET,GTX PLUS 1.5 AT,2021,1105000,Diesel,Automatic,31978,1,SUV,3686,5,Premium
1371,KIA,SELTOS,HTK PLUS 1.5 DIESEL,2020,845000,Diesel,Manual,116483,1,SUV,3686,6,Premium
1372,KIA,SELTOS,GTX PLUS AT 1.5 DIESEL,2020,1105000,Diesel,Automatic,156039,1,SUV,3686,6,Premium
1374,KIA,SELTOS,HTX PLUS 1.5 DIESEL,2019,1150000,Diesel,Manual,163051,1,SUV,3686,7,Premium
1375,KIA,SONET,HTX 1.0 TURBO PETROL IMT,2024,1047000,Petrol,Manual,7738,1,SUV,3686,2,Premium
1376,KIA,SELTOS,HTK PLUS AT 1.5 DIESEL,2021,1058000,Diesel,Automatic,199612,1,SUV,3686,5,Premium
1377,KIA,SELTOS,GTX PLUS AT 1.5 DIESEL,2020,1149000,Diesel,Automatic,83607,2,SUV,3686,6,Premium
1378,KIA,SONET,HTK PLUS 1.2,2022,722000,Petrol,Manual,72930,1,SUV,3686,4,Premium
1379,KIA,SELTOS,HTK PLUS AT 1.5 DIESEL,2019,850000,Diesel,Automatic,188549,1,SUV,3686,7,Premium
1380,KIA,SONET,GTX PLUS 1.5,2021,1042000,Diesel,Manual,162397,1,SUV,3686,5,Premium
1381,KIA,SONET,HTK PLUS 1.5,2020,739000,Diesel,Manual,129918,1,SUV,3686,6,Premium
1382,KIA,SONET,GTX PLUS 1.5,2020,780000,Diesel,Manual,159622,1,SUV,3686,6,Premium
1383,KIA,SONET,HTK PLUS 1.0 IMT,2022,882000,Petrol,Manual,31785,1,SUV,3686,4,Premium
1384,KIA,SELTOS,HTK PLUS 1.5,2020,1014000,Petrol,Manual,55725,1,SUV,3686,6,Premium
1385,KIA,SELTOS,HTK PLUS 1.5 DIESEL,2022,1050000,Diesel,Manual,92336,1,SUV,3686,4,Premium
1386,KIA,SONET,HTK 1.2,2023,799000,Petrol,Manual,61778,1,SUV,3686,3,Premium
1388,KIA,SELTOS,GTX PLUS AT 1.5 DIESEL,2021,1250000,Diesel,Automatic,81011,2,SUV,3686,5,Premium
1389,KIA,SONET,HTK PLUS 1.0 IMT,2023,850000,Petrol,Manual,20410,2,SUV,3686,3,Premium
1391,KIA,SELTOS,HTX PLUS AT1.5 DIESEL,2019,1155000,Diesel,Automatic,128263,2,SUV,3686,7,Premium
1392,KIA,SELTOS,GTX PLUS AT 1.5 DIESEL,2020,1250000,Diesel,Automatic,68652,2,SUV,3686,6,Premium
1393,KIA,SONET,HTX 1.5,2020,1003000,Diesel,Manual,70296,1,SUV,3686,6,Premium
1394,KIA,SONET,GTX PLUS 1.5,2022,1093000,Diesel,Manual,31738,1,SUV,3686,4,Premium
1397,KIA,SELTOS,GTX PLUS AT 1.5 DIESEL,2020,1050000,Diesel,Automatic,180447,1,SUV,3686,6,Premium
1398,KIA,SELTOS,HTK PLUS 1.5,2023,1137000,Petrol,Manual,73338,1,SUV,3686,3,Premium
